,model,target_dataset,model_name,dataset_name,task_type,metric,batch_size,dataset_path,runtime,score
697,korca/bae-roberta-base-boolq,tweet_eval/emotion,korca/bae-roberta-base-boolq,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,4.144671678543091,-0.3511924317991656
698,navteca/quora-roberta-base,tweet_eval/emotion,navteca/quora-roberta-base,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.128270864486694,-0.4511173231506253
699,aditeyabaral/finetuned-sail2017-xlm-roberta-base,tweet_eval/emotion,aditeyabaral/finetuned-sail2017-xlm-roberta-base,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.599614381790161,-0.3097995527293889
700,matthewburke/korean_sentiment,tweet_eval/emotion,matthewburke/korean_sentiment,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,4.800254821777344,-0.4705341687443659
701,cross-encoder/quora-roberta-base,tweet_eval/emotion,cross-encoder/quora-roberta-base,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.5173556804656982,-0.4512561845654332
702,aychang/bert-base-cased-trec-coarse,tweet_eval/emotion,aychang/bert-base-cased-trec-coarse,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,4.256031513214111,-0.338986323023173
703,waboucay/camembert-base-finetuned-xnli_fr-finetuned-nli-rua_wl,tweet_eval/emotion,waboucay/camembert-base-finetuned-xnli_fr-finetuned-nli-rua_wl,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,4.706147909164429,-0.4992182887891281
704,connectivity/bert_ft_qqp-96,tweet_eval/emotion,connectivity/bert_ft_qqp-96,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.506479263305664,-0.3139509786942808
705,XSY/albert-base-v2-imdb-calssification,tweet_eval/emotion,XSY/albert-base-v2-imdb-calssification,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,4.354183435440064,-0.3483900925220736
706,fgaim/tiroberta-geezswitch,tweet_eval/emotion,fgaim/tiroberta-geezswitch,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,8.826618909835815,-0.4758731043246931
707,CAMeL-Lab/bert-base-arabic-camelbert-da-sentiment,tweet_eval/emotion,CAMeL-Lab/bert-base-arabic-camelbert-da-sentiment,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,5.126743793487549,-0.4638405765600706
708,socialmediaie/TRAC2020_IBEN_B_bert-base-multilingual-uncased,tweet_eval/emotion,socialmediaie/TRAC2020_IBEN_B_bert-base-multilingual-uncased,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.477636337280273,-0.3789267728075678
709,zenkri/autotrain-Arabic_Poetry_by_Subject-920730230,tweet_eval/emotion,zenkri/autotrain-Arabic_Poetry_by_Subject-920730230,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.5563886165618896,-0.34593159956879
710,JonatanGk/roberta-base-ca-finetuned-hate-speech-offensive-catalan,tweet_eval/emotion,JonatanGk/roberta-base-ca-finetuned-hate-speech-offensive-catalan,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,4.27363657951355,-0.4552406232014318
711,classla/bcms-bertic-parlasent-bcs-ter,tweet_eval/emotion,classla/bcms-bertic-parlasent-bcs-ter,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,4.49831223487854,-0.4398213997670981
712,M47Labs/spanish_news_classification_headlines_untrained,tweet_eval/emotion,M47Labs/spanish_news_classification_headlines_untrained,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,5.153576135635376,-0.4362492937695982
713,mrm8488/codebert-base-finetuned-detect-insecure-code,tweet_eval/emotion,mrm8488/codebert-base-finetuned-detect-insecure-code,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,4.222568511962891,-0.4137851007440498
714,cardiffnlp/bertweet-base-stance-climate,tweet_eval/emotion,cardiffnlp/bertweet-base-stance-climate,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,4.2594523429870605,-0.338771159735356
715,cointegrated/roberta-base-formality,tweet_eval/emotion,cointegrated/roberta-base-formality,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,4.113952159881592,-0.3917817114173101
716,bondi/bert-semaphore-prediction-w4,tweet_eval/emotion,bondi/bert-semaphore-prediction-w4,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,7.909401893615723,-0.4462683417924623
717,boychaboy/MNLI_roberta-base,tweet_eval/emotion,boychaboy/MNLI_roberta-base,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.075021266937256,-0.2978756334233045
718,emrecan/bert-base-multilingual-cased-snli_tr,tweet_eval/emotion,emrecan/bert-base-multilingual-cased-snli_tr,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,4.304031133651733,-0.3799345942334903
719,fabriceyhc/bert-base-uncased-imdb,tweet_eval/emotion,fabriceyhc/bert-base-uncased-imdb,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.7000365257263184,-0.3191538164885508
720,ali2066/DistilBERTFINAL_ctxSentence_TRAIN_editorials_TEST_NULL_second_train_set_null_False,tweet_eval/emotion,ali2066/DistilBERTFINAL_ctxSentence_TRAIN_editorials_TEST_NULL_second_train_set_null_False,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.5281031131744385,-0.3045754170180336
721,Raychanan/COVID_RandomOver,tweet_eval/emotion,Raychanan/COVID_RandomOver,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,4.817829847335815,-0.505278223773207
722,gchhablani/bert-base-cased-finetuned-rte,tweet_eval/emotion,gchhablani/bert-base-cased-finetuned-rte,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,4.377597808837891,-0.3339943783686965
723,anvay/finetuning-cardiffnlp-sentiment-model,tweet_eval/emotion,anvay/finetuning-cardiffnlp-sentiment-model,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.8666880130767822,-0.1762841540082461
724,joebobby/finetuning-sentiment-model-5000-samples3,tweet_eval/emotion,joebobby/finetuning-sentiment-model-5000-samples3,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.457900285720825,-0.2679515692598864
725,YeRyeongLee/electra-base-discriminator-finetuned-filtered-0602,tweet_eval/emotion,YeRyeongLee/electra-base-discriminator-finetuned-filtered-0602,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.3573739528656006,-0.4956292873928051
726,elozano/tweet_offensive_eval,tweet_eval/emotion,elozano/tweet_offensive_eval,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.4930427074432373,-0.4736260359270047
727,Guscode/DKbert-hatespeech-detection,tweet_eval/emotion,Guscode/DKbert-hatespeech-detection,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.7845778465271,-0.4383658735356167
728,manueltonneau/bert-twitter-en-is-hired,tweet_eval/emotion,manueltonneau/bert-twitter-en-is-hired,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.5009243488311768,-0.3141086627967868
729,gchhablani/bert-base-cased-finetuned-wnli,tweet_eval/emotion,gchhablani/bert-base-cased-finetuned-wnli,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,3.71230697631836,-0.3287837814666548
730,Jeevesh8/feather_berts_92,tweet_eval/emotion,Jeevesh8/feather_berts_92,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,4.327827215194702,-0.2841236798552678
731,kyleinincubated/autonlp-cat333-624217911,tweet_eval/emotion,kyleinincubated/autonlp-cat333-624217911,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,7.577763319015503,-0.4432398552015759
732,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,tweet_eval/hate,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.592546463012695,-0.5318967780686119
733,Monsia/camembert-fr-covid-tweet-classification,tweet_eval/emotion,Monsia/camembert-fr-covid-tweet-classification,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,5.011085271835327,-0.4105339287317114
734,philschmid/tiny-distilbert-classification,tweet_eval/hate,philschmid/tiny-distilbert-classification,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,2.7815499305725098,-1.0604801623580105
735,marcelcastrobr/sagemaker-distilbert-emotion,tweet_eval/hate,marcelcastrobr/sagemaker-distilbert-emotion,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.526272535324097,-0.5428468759186118
736,CAMeL-Lab/bert-base-arabic-camelbert-mix-did-nadi,tweet_eval/emotion,CAMeL-Lab/bert-base-arabic-camelbert-mix-did-nadi,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.004753589630127,-0.4683213109518974
737,mrm8488/electricidad-base-finetuned-pawsx-es,tweet_eval/emotion,mrm8488/electricidad-base-finetuned-pawsx-es,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,5.105672836303711,-0.4876557752232744
738,vaariis/distilbert-base-uncased-finetuned-emotion,tweet_eval/hate,vaariis/distilbert-base-uncased-finetuned-emotion,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,7.6273181438446045,-0.5385672396096804
739,ChrisUPM/BioBERT_Re_trained,tweet_eval/emotion,ChrisUPM/BioBERT_Re_trained,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,4.2269368171691895,-0.4033638344439481
740,ASCCCCCCCC/distilbert-base-chinese-amazon_zh_20000,tweet_eval/emotion,ASCCCCCCCC/distilbert-base-chinese-amazon_zh_20000,emotion,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,7.08009934425354,-0.4174817490461331
741,heranm/finetuning-sentiment-model-3000-samples,tweet_eval/hate,heranm/finetuning-sentiment-model-3000-samples,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.751339673995972,-0.51232893614253
742,jasonyim2/distilbert-base-uncased-finetuned-emotion,tweet_eval/hate,jasonyim2/distilbert-base-uncased-finetuned-emotion,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.531673192977905,-0.5514920216262996
743,riyadhctg/distilbert-base-uncased-finetuned-cola,tweet_eval/hate,riyadhctg/distilbert-base-uncased-finetuned-cola,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.50180196762085,-0.5262222272407582
744,PrasunMishra/finetuning-sentiment-model-3000-samples,tweet_eval/hate,PrasunMishra/finetuning-sentiment-model-3000-samples,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.612941741943359,-0.5179766812252765
745,dapang/distilroberta-base-mic-sym,tweet_eval/hate,dapang/distilroberta-base-mic-sym,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.609472990036011,-0.5163919037014011
746,Jeevesh8/init_bert_ft_qqp-33,tweet_eval/hate,Jeevesh8/init_bert_ft_qqp-33,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.898643732070925,-0.5362981333839285
747,nurkayevaa/autonlp-bert-covid-407910458,tweet_eval/hate,nurkayevaa/autonlp-bert-covid-407910458,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.715878009796143,-0.5240699559224473
748,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,tweet_eval/hate,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.610952138900757,-0.5020687234205046
749,abdelkader/distilbert-base-uncased-finetuned-emotion,tweet_eval/hate,abdelkader/distilbert-base-uncased-finetuned-emotion,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.87329602241516,-0.533970132463549
750,SetFit/distilbert-base-uncased__sst2__train-16-0,tweet_eval/hate,SetFit/distilbert-base-uncased__sst2__train-16-0,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,7.651051044464111,-0.512431297668446
751,cambridgeltl/guardian_news_distilbert-base-uncased,tweet_eval/hate,cambridgeltl/guardian_news_distilbert-base-uncased,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.515148878097534,-0.5711713693608249
752,connectivity/cola_6ep_ft-33,tweet_eval/hate,connectivity/cola_6ep_ft-33,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.807106971740724,-0.5151712170693948
753,yukta10/finetuning-sentiment-model-3000-samples,tweet_eval/hate,yukta10/finetuning-sentiment-model-3000-samples,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.807008504867554,-0.515956913483895
754,JonatanGk/roberta-base-bne-finetuned-cyberbullying-spanish,tweet_eval/hate,JonatanGk/roberta-base-bne-finetuned-cyberbullying-spanish,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,15.62500262260437,-0.6506568930230199
755,Capreolus/bert-base-msmarco,tweet_eval/hate,Capreolus/bert-base-msmarco,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.409886598587036,-0.5253987976158834
756,connectivity/cola_6ep_ft-22,tweet_eval/hate,connectivity/cola_6ep_ft-22,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.155451536178589,-0.5175047950531344
757,gchhablani/fnet-base-finetuned-cola,tweet_eval/hate,gchhablani/fnet-base-finetuned-cola,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,12.343127489089966,-0.560237871727272
758,Jeevesh8/init_bert_ft_qqp-49,tweet_eval/hate,Jeevesh8/init_bert_ft_qqp-49,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.57730197906494,-0.5354712055452004
759,ncduy/roberta-imdb-sentiment-analysis,tweet_eval/hate,ncduy/roberta-imdb-sentiment-analysis,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.982202291488647,-0.5241432173278511
760,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,tweet_eval/hate,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.154748439788818,-0.5142444506893915
761,gchhablani/fnet-base-finetuned-sst2,tweet_eval/hate,gchhablani/fnet-base-finetuned-sst2,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,14.618874788284302,-0.5904463654243265
762,crcb/isear_bert,tweet_eval/hate,crcb/isear_bert,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.295757055282593,-0.5382738266265494
763,isakbos/Q8BERT_COLA_L_512,tweet_eval/hate,isakbos/Q8BERT_COLA_L_512,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,12.076111555099487,-0.6058044141898227
764,connectivity/bert_ft_qqp-7,tweet_eval/hate,connectivity/bert_ft_qqp-7,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,12.00330376625061,-0.5426375484018668
765,vesteinn/XLMR-ENIS-finetuned-cola,tweet_eval/hate,vesteinn/XLMR-ENIS-finetuned-cola,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.572920560836792,-0.573781045751677
766,Jeevesh8/feather_berts_46,tweet_eval/hate,Jeevesh8/feather_berts_46,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,21.799978017807007,-0.5175568470275644
767,amyma21/sincere_question_classification,tweet_eval/hate,amyma21/sincere_question_classification,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.524688720703125,-0.5129035447128432
768,moshew/bert-mini-sst2-distilled,tweet_eval/hate,moshew/bert-mini-sst2-distilled,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,4.067649126052856,-0.571470282985697
769,phailyoor/distilbert-base-uncased-finetuned-yahd,tweet_eval/hate,phailyoor/distilbert-base-uncased-finetuned-yahd,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.53594708442688,-0.5730280750086383
770,uygarkurt/distilbert-base-uncased-finetuned-emotion,tweet_eval/hate,uygarkurt/distilbert-base-uncased-finetuned-emotion,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.833643674850464,-0.5492905339570445
771,moghis/distilbert-base-uncased-finetuned-emotion,tweet_eval/hate,moghis/distilbert-base-uncased-finetuned-emotion,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.884750843048096,-0.5423394673858335
772,neibla/distilbert-base-uncased-finetuned-emotion,tweet_eval/hate,neibla/distilbert-base-uncased-finetuned-emotion,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,7.433882474899292,-0.5492591201638776
773,pietrotrope/emotion_final,tweet_eval/hate,pietrotrope/emotion_final,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.664819240570068,-0.5412560448036449
774,usami/distilbert-base-uncased-finetuned-cola,tweet_eval/hate,usami/distilbert-base-uncased-finetuned-cola,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.523140907287598,-0.5277743072112592
775,Anthos23/FS-distilroberta-fine-tuned,tweet_eval/hate,Anthos23/FS-distilroberta-fine-tuned,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.628381729125977,-0.5268938670235787
776,jaesun/distilbert-base-uncased-finetuned-cola,tweet_eval/hate,jaesun/distilbert-base-uncased-finetuned-cola,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,7.348835229873657,-0.5347052895051208
777,arianpasquali/distilbert-base-multilingual-cased-toxicity,tweet_eval/hate,arianpasquali/distilbert-base-multilingual-cased-toxicity,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,8.352585315704346,-0.5440474440277839
778,SetFit/distilbert-base-uncased__sst2__train-32-9,tweet_eval/hate,SetFit/distilbert-base-uncased__sst2__train-32-9,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.720916271209717,-0.515360463391998
779,Jeevesh8/bert_ft_qqp-40,tweet_eval/hate,Jeevesh8/bert_ft_qqp-40,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.251188039779665,-0.5265323865273791
780,robertou2/roberta-base-bne-finetuned-amazon_reviews_multi,tweet_eval/hate,robertou2/roberta-base-bne-finetuned-amazon_reviews_multi,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,18.51783943176269,-0.5837858521597352
781,IMSyPP/hate_speech_it,tweet_eval/hate,IMSyPP/hate_speech_it,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,12.004119634628296,-0.5733434906166124
782,aviator-neural/bert-base-uncased-sst2,tweet_eval/hate,aviator-neural/bert-base-uncased-sst2,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.2417414188385,-0.5398265696144222
783,Jeevesh8/512seq_len_6ep_bert_ft_cola-91,tweet_eval/hate,Jeevesh8/512seq_len_6ep_bert_ft_cola-91,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.844784259796144,-0.5317282945542262
784,chiragasarpota/scotus-bert,tweet_eval/hate,chiragasarpota/scotus-bert,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,2.745181083679199,-0.636852082398892
785,Jeevesh8/bert_ft_qqp-9,tweet_eval/hate,Jeevesh8/bert_ft_qqp-9,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.400591850280762,-0.5269779482384156
786,JNK789/distilbert-base-uncased-finetuned-tweets-emoji-dataset,tweet_eval/hate,JNK789/distilbert-base-uncased-finetuned-tweets-emoji-dataset,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.506953239440918,-0.7134952753438231
787,connectivity/feather_berts_28,tweet_eval/hate,connectivity/feather_berts_28,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,21.876728296279907,-0.5084059034809172
788,Recognai/bert-base-spanish-wwm-cased-xnli,tweet_eval/hate,Recognai/bert-base-spanish-wwm-cased-xnli,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,16.375380277633667,-0.6162020544513604
789,aXhyra/demo_sentiment_31415,tweet_eval/hate,aXhyra/demo_sentiment_31415,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.507982015609741,-0.505967032226003
790,milyiyo/selectra-small-finetuned-amazon-review,tweet_eval/hate,milyiyo/selectra-small-finetuned-amazon-review,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,5.463594198226929,-0.6241863888404333
791,markt23917/finetuning-sentiment-model-3000-samples,tweet_eval/hate,markt23917/finetuning-sentiment-model-3000-samples,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.78551959991455,-0.5141135707444147
792,Jeevesh8/bert_ft_qqp-88,tweet_eval/hate,Jeevesh8/bert_ft_qqp-88,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.891483306884766,-0.5278388612983025
793,oferweintraub/bert-base-finance-sentiment-noisy-search,tweet_eval/hate,oferweintraub/bert-base-finance-sentiment-noisy-search,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.679279327392578,-0.5477470918889382
794,anirudh21/bert-base-uncased-finetuned-qnli,tweet_eval/hate,anirudh21/bert-base-uncased-finetuned-qnli,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.528748989105225,-0.5154240687502505
795,liangyuant/distilbert-base-uncased-finetuned-num200-450-405cls,tweet_eval/hate,liangyuant/distilbert-base-uncased-finetuned-num200-450-405cls,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.932311534881592,-0.5331387980499163
796,Jeevesh8/6ep_bert_ft_cola-47,tweet_eval/hate,Jeevesh8/6ep_bert_ft_cola-47,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,12.970006227493286,-0.5371053518263682
797,Giyaseddin/distilroberta-base-finetuned-short-answer-assessment,tweet_eval/hate,Giyaseddin/distilroberta-base-finetuned-short-answer-assessment,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.67866849899292,-0.5608167503420267
798,aXhyra/presentation_sentiment_1234567,tweet_eval/hate,aXhyra/presentation_sentiment_1234567,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,7.54620361328125,-0.506222797199306
799,connectivity/cola_6ep_ft-10,tweet_eval/hate,connectivity/cola_6ep_ft-10,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.190710067749023,-0.5192856154256391
800,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,tweet_eval/hate,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.786843299865724,-0.5066357480203687
801,Alireza1044/albert-base-v2-qnli,tweet_eval/hate,Alireza1044/albert-base-v2-qnli,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,16.285009384155273,-0.55868287865674
802,JB173/distilbert-base-uncased-finetuned-emotion,tweet_eval/hate,JB173/distilbert-base-uncased-finetuned-emotion,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.465286493301392,-0.5347210521638528
803,Jeevesh8/lecun_feather_berts-3,tweet_eval/hate,Jeevesh8/lecun_feather_berts-3,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.480777263641356,-0.5154146507724972
804,connectivity/bert_ft_qqp-25,tweet_eval/hate,connectivity/bert_ft_qqp-25,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.759407758712769,-0.5228984391657248
805,Jeevesh8/6ep_bert_ft_cola-12,tweet_eval/hate,Jeevesh8/6ep_bert_ft_cola-12,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.818516731262209,-0.5208462015110381
806,18811449050/bert_finetuning_test,tweet_eval/hate,18811449050/bert_finetuning_test,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.290035486221312,-0.5535564836969251
807,aXhyra/presentation_emotion_31415,tweet_eval/hate,aXhyra/presentation_emotion_31415,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,6.785989999771118,-0.530143004416304
808,aXhyra/emotion_trained_31415,tweet_eval/hate,aXhyra/emotion_trained_31415,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.78670072555542,-0.5372030409621171
809,jb2k/bert-base-multilingual-cased-language-detection,tweet_eval/hate,jb2k/bert-base-multilingual-cased-language-detection,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,24.83804655075073,-0.594579712219014
810,Jeevesh8/feather_berts_96,tweet_eval/hate,Jeevesh8/feather_berts_96,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.323178052902222,-0.5099705232537687
811,viviastaari/finetuning-sentiment-analysis-en-id,tweet_eval/hate,viviastaari/finetuning-sentiment-analysis-en-id,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,7.230668067932129,-0.5680531206638733
812,nickmuchi/facebook-data2vec-finetuned-finance-classification,tweet_eval/hate,nickmuchi/facebook-data2vec-finetuned-finance-classification,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.896126985549929,-0.6612357324284804
813,Jeevesh8/lecun_feather_berts-51,tweet_eval/hate,Jeevesh8/lecun_feather_berts-51,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.501961708068848,-0.5159073159933969
814,AnonymousSub/dummy_2,tweet_eval/hate,AnonymousSub/dummy_2,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.380942583084106,-0.6262554987522678
815,Jeevesh8/bert_ft_qqp-68,tweet_eval/hate,Jeevesh8/bert_ft_qqp-68,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.917166233062744,-0.5406608636474781
816,Jeevesh8/bert_ft_qqp-55,tweet_eval/hate,Jeevesh8/bert_ft_qqp-55,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,13.549567222595217,-0.5249366112343778
817,dhimskyy/wiki-bert,tweet_eval/hate,dhimskyy/wiki-bert,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,7.159907102584839,-0.6088672884756801
818,Jeevesh8/init_bert_ft_qqp-28,tweet_eval/hate,Jeevesh8/init_bert_ft_qqp-28,hate,sequence_classification,TransferabilityMetric.LOG_ME,16.0,tweet_eval,11.733479976654053,-0.5374128752609902
